,alpha,gamma,epsilon,eps_decay,episode,steps,episode_time,time,reward
214,0.9,0.9,0.3420891339682016,0.995,215,10,0.0009099999999999664,0.4724601,24.0
215,0.9,0.9,0.3403786882983606,0.995,216,30,0.002590199999999987,0.4750511,32.0
216,0.9,0.9,0.3386767948568688,0.995,217,22,0.0017447999999999908,0.4767966,19.0
217,0.9,0.9,0.33698341088258443,0.995,218,33,0.002641799999999972,0.4794392,32.0
218,0.9,0.9,0.3352984938281715,0.995,219,16,0.001259499999999969,0.4806995,17.0
219,0.9,0.9,0.33362200135903064,0.995,220,27,0.0021780000000000133,0.4828782,29.0
220,0.9,0.9,0.33195389135223546,0.995,221,8,0.0006464999999999943,0.4835253,22.0
221,0.9,0.9,0.3302941218954743,0.995,222,29,0.002472299999999983,0.4859983,66.0
222,0.9,0.9,0.32864265128599696,0.995,223,104,0.008293700000000015,0.4942928,204.0
223,0.9,0.9,0.326999438029567,0.995,224,8,0.0006751000000000396,0.4949686,17.0
224,0.9,0.9,0.3253644408394192,0.995,225,9,0.0007137000000000393,0.4956829,18.0
225,0.9,0.9,0.3237376186352221,0.995,226,19,0.0014312000000000213,0.4971146,24.0
226,0.9,0.9,0.322118930542046,0.995,227,6,0.00047829999999998707,0.4975934,15.0
227,0.9,0.9,0.32050833588933575,0.995,228,12,0.0009127999999999914,0.4985067,22.0
228,0.9,0.9,0.31890579420988907,0.995,229,50,0.003836900000000032,0.5023443,80.0
229,0.9,0.9,0.3173112652388396,0.995,230,12,0.0009430000000000271,0.5032879,22.0
230,0.9,0.9,0.3157247089126454,0.995,231,49,0.00425870000000006,0.5075474,57.0
231,0.9,0.9,0.3141460853680822,0.995,232,10,0.0007789000000000268,0.5083268,17.0
232,0.9,0.9,0.3125753549412418,0.995,233,13,0.0010407000000000055,0.5093682,16.0
233,0.9,0.9,0.31101247816653554,0.995,234,28,0.0022316000000000003,0.511601,35.0
234,0.9,0.9,0.30945741577570285,0.995,235,56,0.004583299999999957,0.5161859,49.0
235,0.9,0.9,0.3079101286968243,0.995,236,29,0.002189100000000055,0.5183757,27.0
236,0.9,0.9,0.3063705780533402,0.995,237,13,0.0011082000000000036,0.5194846,26.0
237,0.9,0.9,0.30483872516307353,0.995,238,21,0.0016747999999999763,0.5211602,28.0
238,0.9,0.9,0.3033145315372582,0.995,239,14,0.0013024999999999842,0.5224633,21.0
239,0.9,0.9,0.3017979588795719,0.995,240,32,0.0026186000000000265,0.5250827,71.0
240,0.9,0.9,0.30028896908517405,0.995,241,20,0.0014986000000000166,0.5265818,49.0
241,0.9,0.9,0.2987875242397482,0.995,242,15,0.001338700000000026,0.5279211,23.0
242,0.9,0.9,0.29729358661854943,0.995,243,21,0.0014004999999999157,0.5293222,34.0
243,0.9,0.9,0.29580711868545667,0.995,244,22,0.002040900000000012,0.531364,19.0
244,0.9,0.9,0.2943280830920294,0.995,245,11,0.0013214999999999755,0.5326864,16.0
245,0.9,0.9,0.29285644267656924,0.995,246,13,0.0016629000000000227,0.53435,20.0
246,0.9,0.9,0.2913921604631864,0.995,247,18,0.0024471000000000354,0.5367981,22.0
247,0.9,0.9,0.28993519966087045,0.995,248,26,0.003159000000000023,0.5399581,39.0
248,0.9,0.9,0.2884855236625661,0.995,249,28,0.002485900000000041,0.5424448,40.0
249,0.9,0.9,0.28704309604425327,0.995,250,32,0.0029008000000000367,0.5453464,36.0
250,0.9,0.9,0.285607880564032,0.995,251,13,0.0011278999999999595,0.5464751,14.0
251,0.9,0.9,0.28417984116121187,0.995,252,14,0.0011252000000000484,0.547601,23.0
252,0.9,0.9,0.2827589419554058,0.995,253,27,0.00221579999999999,0.5498175,76.0
253,0.9,0.9,0.28134514724562876,0.995,254,8,0.0005416000000000309,0.5503597,21.0
254,0.9,0.9,0.2799384215094006,0.995,255,23,0.001851799999999959,0.5522121,26.0
255,0.9,0.9,0.27853872940185365,0.995,256,31,0.00299079999999996,0.555204,44.0
256,0.9,0.9,0.27714603575484437,0.995,257,20,0.0019873999999999725,0.5571926,29.0
257,0.9,0.9,0.2757603055760701,0.995,258,26,0.0019706000000000445,0.559164,40.0
258,0.9,0.9,0.2743815040481898,0.995,259,15,0.001260300000000103,0.5604255,23.0
259,0.9,0.9,0.2730095965279488,0.995,260,16,0.0018347999999999143,0.5622613,21.0
260,0.9,0.9,0.27164454854530906,0.995,261,19,0.00142589999999998,0.563688,29.0
261,0.9,0.9,0.2702863258025825,0.995,262,15,0.0010369000000000073,0.5647255,22.0
262,0.9,0.9,0.2689348941735696,0.995,263,21,0.0015095000000000525,0.5662356,37.0
263,0.9,0.9,0.26759021970270175,0.995,264,38,0.002985200000000021,0.5692215,52.0
264,0.9,0.9,0.2662522686041882,0.995,265,11,0.0009207999999999439,0.5701429,18.0
265,0.9,0.9,0.2649210072611673,0.995,266,11,0.0012803999999999593,0.5714241,25.0
266,0.9,0.9,0.26359640222486147,0.995,267,7,0.0008185999999998916,0.5722436,21.0
267,0.9,0.9,0.26227842021373715,0.995,268,33,0.0024046999999999263,0.574649,40.0
